Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Style,Range
0.0,353219,16,22076.2,22385.5,11795,30349,4920.9,PushPop,"{'traceMarker': ['/content/DeepLearningExamples/PyTorch/Classification/ConvNets/classify.py:172', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/classify.py:144', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/image_classification/models/resnet.py:320', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/container.py:253', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/container.py:253', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/image_classification/models/resnet.py:157', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/activation.py:143', '/usr/local/lib/python3.12/dist-packages/pyprof/nvtx/nvmarker.py:137', '/usr/local/lib/python3.12/dist-packages/torch/nn/functional.py:1716']}"
0.0,320595,16,20037.2,20167.0,11204,30351,6242.2,PushPop,"{'traceMarker': ['/content/DeepLearningExamples/PyTorch/Classification/ConvNets/classify.py:172', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/classify.py:144', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/image_classification/models/resnet.py:320', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/container.py:253', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/container.py:253', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/image_classification/models/resnet.py:173', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/activation.py:143', '/usr/local/lib/python3.12/dist-packages/pyprof/nvtx/nvmarker.py:137', '/usr/local/lib/python3.12/dist-packages/torch/nn/functional.py:1716']}"
0.0,306262,3,102087.3,57059.0,48739,200464,85298.2,PushPop,"{'mod': 'Tensor', 'op': '__iadd__', 'args': [{'name': '', 'type': 'tensor', 'shape': (1, 256, 56, 56), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (1, 256, 56, 56), 'dtype': 'float32'}]}"
0.0,305565,4,76391.3,77970.5,67657,81967,6295.1,PushPop,"{'mod': 'Tensor', 'op': '__iadd__', 'args': [{'name': '', 'type': 'tensor', 'shape': (1, 512, 28, 28), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (1, 512, 28, 28), 'dtype': 'float32'}]}"
0.0,297725,5,59545.0,54441.0,47376,76063,12831.6,PushPop,"{'mod': 'torch', 'op': 'relu_', 'args': [{'name': '', 'type': 'tensor', 'shape': (1, 512, 7, 7), 'dtype': 'float32'}]}"
0.0,265888,4,66472.0,66947.5,58243,73750,6354.5,PushPop,"{'mod': 'torch', 'op': 'relu_', 'args': [{'name': '', 'type': 'tensor', 'shape': (1, 512, 28, 28), 'dtype': 'float32'}]}"
0.0,210590,3,70196.7,59231.0,49708,101651,27653.3,PushPop,"{'mod': 'torch', 'op': 'relu_', 'args': [{'name': '', 'type': 'tensor', 'shape': (1, 256, 56, 56), 'dtype': 'float32'}]}"
0.0,192514,4,48128.5,47767.5,28221,68758,16804.1,PushPop,"{'traceMarker': ['/content/DeepLearningExamples/PyTorch/Classification/ConvNets/classify.py:172', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/classify.py:144', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/image_classification/models/resnet.py:320', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/container.py:253', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/container.py:253', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/image_classification/models/resnet.py:163', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/container.py:253', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/batchnorm.py:194', '/usr/local/lib/python3.12/dist-packages/pyprof/nvtx/nvmarker.py:137', '/usr/local/lib/python3.12/dist-packages/torch/nn/functional.py:2826']}"
0.0,159634,3,53211.3,54378.0,38858,66398,13807.0,PushPop,"{'mod': 'torch', 'op': 'relu_', 'args': [{'name': '', 'type': 'tensor', 'shape': (1, 2048, 7, 7), 'dtype': 'float32'}]}"
0.0,143473,1,143473.0,143473.0,143473,143473,0.0,PushPop,"{'mod': 'torch', 'op': 'batch_norm', 'args': [{'name': '', 'type': 'tensor', 'shape': (1, 256, 28, 28), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (256,), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (256,), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (256,), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (256,), 'dtype': 'float32'}, {'name': '', 'type': 'bool', 'value': False}, {'name': '', 'type': 'float', 'value': 0.1}, {'name': '', 'type': 'float', 'value': 1e-05}, {'name': '', 'type': 'bool', 'value': True}]}"
0.0,135973,3,45324.3,44376.0,40747,50850,5117.8,PushPop,"{'mod': 'Tensor', 'op': '__iadd__', 'args': [{'name': '', 'type': 'tensor', 'shape': (1, 2048, 7, 7), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (1, 2048, 7, 7), 'dtype': 'float32'}]}"
0.0,131378,1,131378.0,131378.0,131378,131378,0.0,PushPop,"{'mod': 'torch', 'op': 'batch_norm', 'args': [{'name': '', 'type': 'tensor', 'shape': (1, 128, 56, 56), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (128,), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (128,), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (128,), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (128,), 'dtype': 'float32'}, {'name': '', 'type': 'bool', 'value': False}, {'name': '', 'type': 'float', 'value': 0.1}, {'name': '', 'type': 'float', 'value': 1e-05}, {'name': '', 'type': 'bool', 'value': True}]}"
0.0,130271,1,130271.0,130271.0,130271,130271,0.0,PushPop,"{'mod': 'torch', 'op': 'batch_norm', 'args': [{'name': '', 'type': 'tensor', 'shape': (1, 512, 14, 14), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (512,), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (512,), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (512,), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (512,), 'dtype': 'float32'}, {'name': '', 'type': 'bool', 'value': False}, {'name': '', 'type': 'float', 'value': 0.1}, {'name': '', 'type': 'float', 'value': 1e-05}, {'name': '', 'type': 'bool', 'value': True}]}"
0.0,74330,1,74330.0,74330.0,74330,74330,0.0,PushPop,"{'mod': 'torch', 'op': 'relu_', 'args': [{'name': '', 'type': 'tensor', 'shape': (1, 256, 28, 28), 'dtype': 'float32'}]}"
0.0,73982,1,73982.0,73982.0,73982,73982,0.0,PushPop,"{'mod': 'torch', 'op': 'relu_', 'args': [{'name': '', 'type': 'tensor', 'shape': (1, 128, 56, 56), 'dtype': 'float32'}]}"
0.0,72479,1,72479.0,72479.0,72479,72479,0.0,PushPop,"{'mod': 'torch', 'op': 'relu_', 'args': [{'name': '', 'type': 'tensor', 'shape': (1, 512, 14, 14), 'dtype': 'float32'}]}"
0.0,61557,1,61557.0,61557.0,61557,61557,0.0,PushPop,"{'traceMarker': ['/content/DeepLearningExamples/PyTorch/Classification/ConvNets/classify.py:172', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/classify.py:144', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/image_classification/models/resnet.py:321', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/image_classification/models/resnet.py:314']}"
0.0,35449,1,35449.0,35449.0,35449,35449,0.0,PushPop,"{'traceMarker': ['/content/DeepLearningExamples/PyTorch/Classification/ConvNets/classify.py:172', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/classify.py:143', '/usr/local/lib/python3.12/dist-packages/torch/cuda/amp/autocast_mode.py:61', '/usr/local/lib/python3.12/dist-packages/torch/amp/autocast_mode.py:324']}"
0.0,35024,1,35024.0,35024.0,35024,35024,0.0,PushPop,"{'traceMarker': ['/content/DeepLearningExamples/PyTorch/Classification/ConvNets/classify.py:172', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/classify.py:144', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/image_classification/models/resnet.py:319', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/image_classification/models/resnet.py:309', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/pooling.py:224', '/usr/local/lib/python3.12/dist-packages/pyprof/nvtx/nvmarker.py:137', '/usr/local/lib/python3.12/dist-packages/torch/_jit_internal.py:619', '/usr/local/lib/python3.12/dist-packages/torch/nn/functional.py:819']}"
0.0,32167,11,2924.3,2937.0,1617,3797,587.4,PushPop,"{'mod': 'torch.nn.functional', 'op': 'has_torch_function_variadic', 'args': [{'name': '', 'type': 'tensor', 'shape': (1, 256, 14, 14), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (256,), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (256,), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (256,), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (256,), 'dtype': 'float32'}]}"
0.0,28596,1,28596.0,28596.0,28596,28596,0.0,PushPop,"{'traceMarker': ['/content/DeepLearningExamples/PyTorch/Classification/ConvNets/classify.py:172', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/classify.py:143', '/usr/local/lib/python3.12/dist-packages/torch/cuda/amp/autocast_mode.py:61', '/usr/local/lib/python3.12/dist-packages/torch/amp/autocast_mode.py:322']}"
0.0,27492,1,27492.0,27492.0,27492,27492,0.0,PushPop,"{'traceMarker': ['/content/DeepLearningExamples/PyTorch/Classification/ConvNets/classify.py:172', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/classify.py:143', '/usr/local/lib/python3.12/dist-packages/torch/cuda/amp/autocast_mode.py:61', '/usr/local/lib/python3.12/dist-packages/torch/amp/autocast_mode.py:326']}"
0.0,27418,7,3916.9,3014.0,2803,9321,2393.6,PushPop,"{'mod': 'torch.nn.functional', 'op': 'has_torch_function_variadic', 'args': [{'name': '', 'type': 'tensor', 'shape': (1, 128, 28, 28), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (128,), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (128,), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (128,), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (128,), 'dtype': 'float32'}]}"
0.0,26615,1,26615.0,26615.0,26615,26615,0.0,PushPop,"{'mod': 'Tensor', 'op': 'view', 'args': [{'name': '', 'type': 'tensor', 'shape': (1, 2048, 1, 1), 'dtype': 'float32'}, {'name': '', 'type': 'int', 'value': 1}, {'name': '', 'type': 'int', 'value': -1}]}"
0.0,25656,1,25656.0,25656.0,25656,25656,0.0,PushPop,"{'traceMarker': ['/content/DeepLearningExamples/PyTorch/Classification/ConvNets/classify.py:172', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/classify.py:143', '/usr/local/lib/python3.12/dist-packages/torch/cuda/amp/autocast_mode.py:67', '/usr/local/lib/python3.12/dist-packages/torch/amp/autocast_mode.py:359']}"
0.0,24728,1,24728.0,24728.0,24728,24728,0.0,PushPop,"{'traceMarker': ['/content/DeepLearningExamples/PyTorch/Classification/ConvNets/classify.py:172', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/classify.py:144', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/image_classification/models/resnet.py:319', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/image_classification/models/resnet.py:308', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/activation.py:143', '/usr/local/lib/python3.12/dist-packages/pyprof/nvtx/nvmarker.py:137', '/usr/local/lib/python3.12/dist-packages/torch/nn/functional.py:1716']}"
0.0,24408,1,24408.0,24408.0,24408,24408,0.0,PushPop,"{'traceMarker': ['/content/DeepLearningExamples/PyTorch/Classification/ConvNets/classify.py:172', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/classify.py:143', '/usr/local/lib/python3.12/dist-packages/torch/cuda/amp/autocast_mode.py:67', '/usr/local/lib/python3.12/dist-packages/torch/amp/autocast_mode.py:357']}"
0.0,23669,1,23669.0,23669.0,23669,23669,0.0,PushPop,"{'traceMarker': ['/content/DeepLearningExamples/PyTorch/Classification/ConvNets/classify.py:172', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/classify.py:143', '/usr/local/lib/python3.12/dist-packages/torch/cuda/amp/autocast_mode.py:61', '/usr/local/lib/python3.12/dist-packages/torch/amp/autocast_mode.py:328']}"
0.0,22508,11,2046.2,2061.0,1192,2627,431.1,PushPop,"{'mod': 'torch.nn.functional', 'op': 'has_torch_function_unary', 'args': [{'name': '', 'type': 'tensor', 'shape': (1, 256, 14, 14), 'dtype': 'float32'}]}"
0.0,21713,7,3101.9,3106.0,2607,3720,365.9,PushPop,"{'mod': 'torch.nn.functional', 'op': 'has_torch_function_variadic', 'args': [{'name': '', 'type': 'tensor', 'shape': (1, 1024, 14, 14), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (1024,), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (1024,), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (1024,), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (1024,), 'dtype': 'float32'}]}"
0.0,19707,6,3284.5,3104.0,2422,4650,821.0,PushPop,"{'mod': 'torch.nn.functional', 'op': 'has_torch_function_variadic', 'args': [{'name': '', 'type': 'tensor', 'shape': (1, 64, 56, 56), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (64,), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (64,), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (64,), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (64,), 'dtype': 'float32'}]}"
0.0,18007,1,18007.0,18007.0,18007,18007,0.0,PushPop,"{'traceMarker': ['/content/DeepLearningExamples/PyTorch/Classification/ConvNets/classify.py:172', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/classify.py:144', '/usr/local/lib/python3.12/dist-packages/pyprof/nvtx/nvmarker.py:137', '/usr/local/lib/python3.12/dist-packages/torch/nn/functional.py:2150']}"
0.0,16888,7,2412.6,2406.0,2122,2972,278.2,PushPop,"{'mod': 'torch.nn.functional', 'op': 'has_torch_function_unary', 'args': [{'name': '', 'type': 'tensor', 'shape': (1, 128, 28, 28), 'dtype': 'float32'}]}"
0.0,16832,1,16832.0,16832.0,16832,16832,0.0,PushPop,"{'traceMarker': ['/content/DeepLearningExamples/PyTorch/Classification/ConvNets/classify.py:172', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/classify.py:143', '/usr/local/lib/python3.12/dist-packages/torch/cuda/amp/autocast_mode.py:67', '/usr/local/lib/python3.12/dist-packages/torch/amp/autocast_mode.py:360']}"
0.0,14022,2,7011.0,7011.0,4562,9460,3463.4,PushPop,"{'mod': 'torch', 'op': 'set_autocast_dtype', 'args': [{'name': '', 'type': 'str', 'value': 'cuda'}]}"
0.0,13471,5,2694.2,2674.0,2042,3056,413.7,PushPop,"{'mod': 'torch.nn.functional', 'op': 'has_torch_function_variadic', 'args': [{'name': '', 'type': 'tensor', 'shape': (1, 512, 28, 28), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (512,), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (512,), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (512,), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (512,), 'dtype': 'float32'}]}"
0.0,13040,1,13040.0,13040.0,13040,13040,0.0,PushPop,"{'traceMarker': ['/content/DeepLearningExamples/PyTorch/Classification/ConvNets/classify.py:172', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/classify.py:144', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/image_classification/models/resnet.py:321', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/image_classification/models/resnet.py:313', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/pooling.py:1510', '/usr/local/lib/python3.12/dist-packages/pyprof/nvtx/nvmarker.py:137', '/usr/local/lib/python3.12/dist-packages/torch/nn/functional.py:1393']}"
0.0,12954,6,2159.0,2119.5,1581,2717,395.9,PushPop,"{'mod': 'torch.nn.functional', 'op': 'has_torch_function_unary', 'args': [{'name': '', 'type': 'tensor', 'shape': (1, 64, 56, 56), 'dtype': 'float32'}]}"
0.0,12839,4,3209.8,3065.0,1912,4797,1205.0,PushPop,"{'mod': 'torch.nn.functional', 'op': 'has_torch_function_variadic', 'args': [{'name': '', 'type': 'tensor', 'shape': (1, 2048, 7, 7), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (2048,), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (2048,), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (2048,), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (2048,), 'dtype': 'float32'}]}"
0.0,12655,6,2109.2,2207.0,1380,2416,378.4,PushPop,"{'mod': 'torch.nn.functional', 'op': 'has_torch_function_unary', 'args': [{'name': '', 'type': 'tensor', 'shape': (1, 1024, 14, 14), 'dtype': 'float32'}]}"
0.0,12006,4,3001.5,2863.5,2421,3858,654.6,PushPop,"{'mod': 'torch.nn.functional', 'op': 'has_torch_function_variadic', 'args': [{'name': '', 'type': 'tensor', 'shape': (1, 256, 56, 56), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (256,), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (256,), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (256,), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (256,), 'dtype': 'float32'}]}"
0.0,11302,5,2260.4,1908.0,1711,3177,626.0,PushPop,"{'mod': 'torch.nn.functional', 'op': 'has_torch_function_variadic', 'args': [{'name': '', 'type': 'tensor', 'shape': (1, 512, 7, 7), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (512,), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (512,), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (512,), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (512,), 'dtype': 'float32'}]}"
0.0,11283,1,11283.0,11283.0,11283,11283,0.0,PushPop,"{'mod': 'torch', 'op': 'get_autocast_dtype', 'args': [{'name': '', 'type': 'str', 'value': 'cuda'}]}"
0.0,8825,5,1765.0,1500.0,1245,2477,521.1,PushPop,"{'mod': 'torch.nn.functional', 'op': 'has_torch_function_unary', 'args': [{'name': '', 'type': 'tensor', 'shape': (1, 512, 7, 7), 'dtype': 'float32'}]}"
0.0,7909,4,1977.3,2027.0,1549,2306,323.4,PushPop,"{'mod': 'torch.nn.functional', 'op': 'has_torch_function_unary', 'args': [{'name': '', 'type': 'tensor', 'shape': (1, 512, 28, 28), 'dtype': 'float32'}]}"
0.0,7592,1,7592.0,7592.0,7592,7592,0.0,PushPop,"{'mod': 'torch', 'op': 'clear_autocast_cache', 'args': []}"
0.0,7472,1,7472.0,7472.0,7472,7472,0.0,PushPop,"{'mod': 'torch', 'op': 'is_autocast_cache_enabled', 'args': []}"
0.0,6918,2,3459.0,3459.0,3415,3503,62.2,PushPop,"{'mod': 'torch.nn.functional', 'op': 'has_torch_function_unary', 'args': [{'name': '', 'type': 'tensor', 'shape': (1, 64, 112, 112), 'dtype': 'float32'}]}"
0.0,6345,3,2115.0,2137.0,1694,2514,410.4,PushPop,"{'mod': 'torch.nn.functional', 'op': 'has_torch_function_unary', 'args': [{'name': '', 'type': 'tensor', 'shape': (1, 256, 56, 56), 'dtype': 'float32'}]}"
0.0,5531,4,1382.8,1329.5,1200,1672,207.5,PushPop,"{'mod': 'torch.nn.functional', 'op': 'has_torch_function_unary', 'args': [{'name': '', 'type': 'tensor', 'shape': (1, 2048, 7, 7), 'dtype': 'float32'}]}"
0.0,4523,2,2261.5,2261.5,1833,2690,606.0,PushPop,"{'mod': 'torch', 'op': 'set_autocast_cache_enabled', 'args': [{'name': '', 'type': 'bool', 'value': True}]}"
0.0,4337,1,4337.0,4337.0,4337,4337,0.0,PushPop,"{'mod': 'torch.nn.functional', 'op': 'has_torch_function_variadic', 'args': [{'name': '', 'type': 'tensor', 'shape': (1, 64, 112, 112), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (64,), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (64,), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (64,), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (64,), 'dtype': 'float32'}]}"
0.0,3146,1,3146.0,3146.0,3146,3146,0.0,PushPop,"{'mod': 'torch.nn.functional', 'op': 'has_torch_function_variadic', 'args': [{'name': '', 'type': 'tensor', 'shape': (1, 128, 56, 56), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (128,), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (128,), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (128,), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (128,), 'dtype': 'float32'}]}"
0.0,2929,1,2929.0,2929.0,2929,2929,0.0,PushPop,"{'mod': 'torch.nn.functional', 'op': 'has_torch_function_variadic', 'args': [{'name': '', 'type': 'tensor', 'shape': (1, 256, 28, 28), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (256,), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (256,), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (256,), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (256,), 'dtype': 'float32'}]}"
0.0,2750,1,2750.0,2750.0,2750,2750,0.0,PushPop,"{'mod': 'torch.nn.functional', 'op': 'has_torch_function_unary', 'args': [{'name': '', 'type': 'tensor', 'shape': (1, 256, 28, 28), 'dtype': 'float32'}]}"
0.0,2537,1,2537.0,2537.0,2537,2537,0.0,PushPop,"{'mod': 'torch.nn.functional', 'op': 'has_torch_function_variadic', 'args': [{'name': '', 'type': 'tensor', 'shape': (1, 512, 14, 14), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (512,), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (512,), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (512,), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (512,), 'dtype': 'float32'}]}"
0.0,2442,1,2442.0,2442.0,2442,2442,0.0,PushPop,"{'mod': 'torch.nn.functional', 'op': 'has_torch_function_unary', 'args': [{'name': '', 'type': 'tensor', 'shape': (1, 1000), 'dtype': 'float32'}]}"
0.0,2442,1,2442.0,2442.0,2442,2442,0.0,PushPop,"{'mod': 'torch.nn.functional', 'op': 'has_torch_function_unary', 'args': [{'name': '', 'type': 'tensor', 'shape': (1, 512, 14, 14), 'dtype': 'float32'}]}"
0.0,2212,1,2212.0,2212.0,2212,2212,0.0,PushPop,"{'mod': 'torch.nn.functional', 'op': 'has_torch_function_unary', 'args': [{'name': '', 'type': 'tensor', 'shape': (1, 128, 56, 56), 'dtype': 'float32'}]}"
